sigma,node,theta,z_real,z_imag,base_depth,primal_depth,dual_depth,primal_residual_center_frobenius,primal_residual_radius,primal_residual_norm_upper,primal_residual_center_relative_to_forcing,primal_residual_upper_relative_to_forcing_center,primal_residual_inflation,dual_residual_center_frobenius,dual_residual_radius,dual_residual_norm_upper,dual_residual_center_relative_to_rhs,dual_residual_upper_relative_to_rhs_center,dual_residual_inflation,base_consistency_center_frobenius,base_consistency_radius,base_consistency_norm_upper,total_correction_center_frobenius,total_correction_radius,total_correction_norm_upper,correction_center_rouche_ratio,correction_rouche_ratio_upper,weighted_dual_residual_norm_upper,remainder_coefficient_upper,resolvent_budget_lower,rh26_unrounded_resolvent_budget,budget_retention_fraction,budget_to_rh23_lower_bound,base_inverse_norm_upper,base_inverse_neumann_defect_upper,corrected_feshbach_smallest_singular,corrected_determinant_phase,node_seconds
0.002,18,3.5342917352885173,0.09061402652623993,-0.6608744152468605,46,62,62,3.1030516601035947e-15,4.3104343829944025e-08,4.310434693299569e-08,2.620662454142739e-15,3.64035008085793e-08,13890953.697998267,3.375795489336207e-15,3.1252430521825644e-08,3.125243389762114e-08,1.6302274413292053e-15,1.509231690994623e-08,9257798.346003005,1.9904135942521317e-16,9.40890839227405e-09,9.40890859131541e-09,2.857881548456089e-16,1.6914576055053401e-07,1.691457608363222e-07,1.4445783270449655e-15,2.3699407039327746e-06,4.3788512055091186e-07,1.887475215302315e-14,52980702578344.95,9.959551596891828e+28,5.319587138328511e-16,5507354873153.367,14.011233239046533,5.174339772778485e-13,0.07292049995311804,-2.6449996604737165,0.39136314392089844
0.002,19,3.730641276137879,0.10139000786227322,-0.6810348583344772,46,62,62,2.7940458316233413e-15,3.8833194645978074e-08,3.883319744002391e-08,2.3596935559380487e-15,3.279632879266505e-08,13898554.204267226,3.3592549984018023e-15,2.9815574374865836e-08,2.981557773412084e-08,1.622239764854282e-15,1.4398435318368598e-08,8875651.818128094,2.0690671216109551e-16,8.496284953116831e-09,8.496285160023544e-09,2.8428457620550304e-16,1.4542001262230754e-07,1.4542001290659215e-07,1.0970654185914868e-15,1.8507763054964327e-06,3.794660799815936e-07,1.4735881205717133e-14,67861442099283.555,1.2716716482935089e+29,5.336396560413114e-16,7054210791033.633,12.72710867645946,4.742234296257249e-13,0.08052448863858244,-2.50774611534878,0.39307284355163574
0.002,20,3.9269908169872414,0.1158920390725056,-0.6987056344923323,46,62,62,2.672871355397404e-15,3.5553650636510574e-08,3.5553653309381934e-08,2.257356426225189e-15,3.0026610750139554e-08,13301670.219775992,3.2567827675602835e-15,2.866799386415133e-08,2.86679971209341e-08,1.572754230786899e-15,1.3844249671559087e-08,8802551.219100755,1.641065255726623e-16,7.795627510630217e-09,7.795627674736744e-09,1.94685595509511e-16,1.2804567786334156e-07,1.280456780580272e-07,5.925987058397955e-16,1.5098033266921751e-06,3.380280859943795e-07,1.2018133378278114e-14,83207471470078.38,1.5400183212636516e+29,5.403018283691784e-16,8649433684007.237,11.791130721969099,4.437898852177838e-13,0.08713632709436112,-2.347793494162635,0.3948478698730469
0.002,21,4.123340357836604,0.13356281523036062,-0.7132076657025647,46,62,62,2.4495197423956842e-15,3.307457783418101e-08,3.3074580283700764e-08,2.068726248458092e-15,2.7932925465098637e-08,13502475.489890559,3.2066642369629048e-15,2.7773081524874447e-08,2.7773084731538688e-08,1.5485511639373104e-15,1.3412081686446706e-08,8661051.697087914,1.9513277810488853e-16,7.266043767084908e-09,7.266043962217687e-09,2.345257448746448e-16,1.1542199086618176e-07,1.1542199110070751e-07,8.067898167302477e-16,1.282976556216937e-06,3.08712530982586e-07,1.0210537390568001e-14,97937912449857.3,2.12203964367515e+29,4.615272515844196e-16,10180666037782.07,11.115529594966088,4.2262455725295167e-13,0.092610772183235,-2.1690470761416556,0.39499330520629883
0.002,22,4.319689898685965,0.15372325831797728,-0.7239836470385979,46,62,62,2.3707105690583653e-15,3.12462268561285e-08,3.1246229226839074e-08,2.0021684646278855e-15,2.6388803261361408e-08,13180111.32807744,3.171141379891502e-15,2.7101830863854514e-08,2.7101834034995898e-08,1.5313965890896486e-15,1.3087923629783571e-08,8546397.270979816,1.717110988193506e-16,6.8755016828167346e-09,6.875501854527834e-09,3.2936670535936023e-16,1.0642211354970912e-07,1.0642211387907584e-07,9.27124346587357e-16,1.1328591522854808e-06,2.884979282696555e-07,9.014472398181834e-15,110932600708006.06,2.1128916242005855e+29,5.250274052744069e-16,11531466540999.182,10.644960089134788,4.0733678193856083e-13,0.0968308728039731,-1.9751109400389995,0.4034738540649414
0.002,23,4.516039439535327,0.17559861381360536,-0.7306194635809283,46,62,62,2.2696412386693132e-15,2.995802734041374e-08,2.995802961005499e-08,1.916811007379786e-15,2.5300862505314047e-08,13199455.97552648,3.1495934996404137e-15,2.6632970817818077e-08,2.663297396741158e-08,1.5209907615450698e-15,1.2861503353219449e-08,8456003.598703211,1.7477548360357894e-16,6.600353352279943e-09,6.600353527055427e-09,2.1306107082756374e-16,1.002791364783194e-07,1.0027913669138048e-07,8.394158162802515e-16,1.0373931956833364e-06,2.75519571010475e-07,8.254023466481459e-15,121152910052615.27,2.3008579060356985e+29,5.265553763003023e-16,12593869788501.127,10.345055125702613,3.9889250837630165e-13,0.09970543663630375,-1.7694026142053265,0.4270596504211426
0.002,24,4.71238898038469,0.1983482240733885,-0.732860104621243,46,62,62,2.2484275161351016e-15,2.9133343601065866e-08,2.9133345849493384e-08,1.8988950935479956e-15,2.4604381104236476e-08,12957209.26755588,3.1620290062387266e-15,2.6352363432679934e-08,2.6352366594708944e-08,1.5269960732315863e-15,1.2725993414698535e-08,8334005.330980634,1.8917600563373725e-16,6.424210197341869e-09,6.424210386517876e-09,2.734576782169744e-16,9.649498182110921e-08,9.64949820945669e-08,9.19429922624586e-16,9.838518980837858e-07,2.6868573002522493e-07,7.827714297648489e-15,127751087753485.02,2.4178622752347787e+29,5.283637908659631e-16,13279751710528.898,10.195886652143761,3.9402103687008365e-13,0.10117007149023938,-1.5552195436434582,0.3943157196044922
0.002,25,4.908738521234052,0.22109783433317165,-0.7306194635809283,46,62,62,2.2049581188500504e-15,2.872434721463183e-08,2.872434941958995e-08,1.8621832917968946e-15,2.4258965782439814e-08,13027163.270824632,3.1394124368462404e-15,2.6252329307129896e-08,2.6252332446542335e-08,1.5160741580359454e-15,1.267768527105466e-08,8362180.176910633,1.48323335010203e-16,6.336844377018417e-09,6.3368445253417526e-09,1.629183961460812e-16,9.477718805921979e-08,9.47771882221382e-08,5.761089751670176e-16,9.656317668946842e-07,2.6747032148834276e-07,7.682910973801218e-15,130158873085766.12,2.549540050032948e+29,5.10519036890925e-16,13530041488465.244,10.18844076379612,3.952280404524774e-13,0.10118932704499406,-1.3357822285786445,0.39635682106018066
0.002,26,5.105088062083414,0.24297318982879973,-0.7239836470385979,46,62,62,2.261154926568409e-15,2.8708377562077924e-08,2.8708379823232853e-08,1.9096439467140173e-15,2.4245478761866183e-08,12696334.729616022,3.1864490720847946e-15,2.63312116172797e-08,2.6331214803728776e-08,1.5387889266751918e-15,1.2715778865209962e-08,8263497.770733577,2.9300679553329525e-16,6.333409238187668e-09,6.333409531194464e-09,3.0767787533557205e-16,9.500135237290392e-08,9.500135268058181e-08,7.868748207261624e-16,9.807037257169802e-07,2.7181843758384277e-07,7.803466949114672e-15,128148043147632.84,2.3592907665218e+29,5.431634157436048e-16,13321015304969.756,10.32305015025477,4.0062443497926407e-13,0.09975895837271258,-1.1142708999120938,0.3949089050292969
0.002,27,5.301437602932776,0.2631336329164164,-0.7132076657025647,46,62,62,2.328464817449358e-15,2.9086299307689528e-08,2.9086301636154347e-08,1.966490085014615e-15,2.4564650214426483e-08,12491621.697774244,3.170478354868147e-15,2.6593294278440108e-08,2.6593297448918466e-08,1.5310764033465326e-15,1.2842342906614136e-08,8387787.100986034,1.8408124597984726e-16,6.41408730935105e-09,6.414087493432297e-09,2.1839583860305333e-16,9.719617989830944e-08,9.71961801167053e-08,6.80630202481144e-16,1.0311813190971052e-06,2.821356792883881e-07,8.206283470103362e-15,121857717011825.92,2.193119440892209e+29,5.556364817150658e-16,12667134616118.34,10.609278260491537,4.117734076240958e-13,0.09690814567495061,-0.8938627004336294,0.3930544853210449
0.002,28,5.497787143782138,0.2808044090742714,-0.6987056344923323,46,62,62,2.30033052956527e-15,2.9883103827630394e-08,2.988310612796093e-08,1.94272945193208e-15,2.5237586357197653e-08,12990787.951507304,3.2078171243211338e-15,2.7049115031814094e-08,2.7049118239631223e-08,1.5491079122990174e-15,1.3062466300846893e-08,8432250.714839486,1.7501750150563581e-16,6.5842184254662595e-09,6.5842186004837615e-09,1.8998253667263375e-16,1.0155013672941562e-07,1.0155013691939817e-07,7.447099067582777e-16,1.123868764413093e-06,2.993561468363576e-07,8.94569150596833e-15,111785531108921.23,1.9474775105996087e+29,5.74001653423477e-16,11620128830688.424,11.067131959143783,4.277450427116863e-13,0.09270178486276097,-0.6777700536479319,0.39458703994750977
0.002,29,5.6941366846315,0.2953064402845038,-0.6810348583344772,46,62,62,2.3147718217768753e-15,3.115105662179375e-08,3.115105893656558e-08,1.954925753003972e-15,2.6308427800753933e-08,13457507.406778982,3.2223790873978562e-15,2.771619453902613e-08,2.771619776140522e-08,1.55614012496779e-15,1.3384610028267587e-08,8601159.891397716,2.425329240903822e-16,6.854972423279465e-09,6.85497266581239e-09,2.826209744302536e-16,1.0844212117863091e-07,1.084421214612519e-07,8.568151998272536e-16,1.2720042397325843e-06,3.2510540203565006e-07,1.0127377539408383e-14,98742119971778.72,1.9120749698434317e+29,5.164134332026956e-16,10264263574230.953,11.72979857844103,4.51598096068426e-13,0.0872429404639378,-0.469277510027479,0.3937702178955078
0.002,30,5.890486225480862,0.3060824216205371,-0.6608744152468606,46,62,62,2.5156053657064844e-15,3.297590311537773e-08,3.29759056309831e-08,2.124538439404166e-15,2.7849590417578312e-08,13108536.847838264,3.2506771588516243e-15,2.86201870713838e-08,2.862019032206096e-08,1.5698057314200632e-15,1.3821162978170433e-08,8804377.956798298,1.877167693743754e-16,7.244675871306866e-09,7.244676059023636e-09,2.2779113168512596e-16,1.1850317932719889e-07,1.1850317955499003e-07,9.945062234849843e-16,1.4988822423541696e-06,3.620011994980011e-07,1.1937317392948774e-14,83770789382583.05,1.5796476064097812e+29,5.303131473289607e-16,8707990696269.948,12.648455930477915,4.840645543313846e-13,0.08067534405197717,-0.2717724969130817,0.39192771911621094
0.002,31,6.086835766330224,0.31271823816286753,-0.6389990597512325,46,62,62,2.6233454388223486e-15,3.5486911399816115e-08,3.548691402316156e-08,2.215529629802818e-15,2.9970246512359445e-08,13527350.801003188,3.274364940428267e-15,2.9796396671108768e-08,2.9796399945473713e-08,1.5812449526858185e-15,1.4389174047235522e-08,9099901.961928692,2.325662688653747e-16,7.780959172095096e-09,7.780959404661367e-09,2.5916557997893696e-16,1.3272254673659813e-07,1.3272254699576374e-07,1.1490062767095211e-15,1.8448700100797195e-06,4.1417591476041586e-07,1.4697825077567172e-14,68037151745414.02,1.2997423596000733e+29,5.234664488918315e-16,7072475844700.026,13.900200487943554,5.283260744352475e-13,0.07318544388564766,-0.08876476533967925,0.3996739387512207
0.001,0,0.0,0.41032332684952244,-0.5484467747212602,50,66,66,4.100975434006286e-15,1.843418681804994e-07,1.8434187228147485e-07,3.327256883687435e-15,1.4956265243978221e-07,44950738.0007369,2.1277668690978993e-15,1.0106461559256976e-07,1.0106461772033664e-07,1.0979482701206592e-15,5.215031957119163e-08,47497975.07806135,5.03161401927067e-16,3.283074570789413e-08,3.283074621105554e-08,5.49841144920279e-16,7.050404126408241e-07,7.050404131906654e-07,2.2253213088059815e-15,1.4475934448284904e-05,2.075065106364036e-06,3.8252138681310416e-13,2614195071278.8076,4.571896265826409e+28,5.71796672382782e-17,189422635147.53485,20.532063391596235,1.0819202932758485e-12,0.04922004012774297,0.2240630359069714,0.9205408096313477
0.001,1,0.19634954084936207,0.4084777459229348,-0.5297082771094945,50,66,66,4.515120870196045e-15,2.064837791588501e-07,2.06483783673971e-07,3.6632667612359966e-15,1.6752711681764105e-07,45731618.18035794,2.3269885974601194e-15,1.0687319293729459e-07,1.068731952642832e-07,1.2007486075084123e-15,5.514760172595217e-08,45927683.26451364,4.512905888558515e-16,3.669602422702381e-08,3.669602467831441e-08,5.379296477991209e-16,8.348810497086653e-07,8.34881050246595e-07,2.3072767409317233e-15,1.8961431246105883e-05,2.4272544134392083e-06,5.01188675226273e-13,1995218742956.0117,3.3610280348537364e+28,5.936334723381261e-17,144572069674.05072,22.7115362725716,1.1923382881473952e-12,0.044417135395442814,0.39474753421758546,0.8755009174346924
0.001,2,0.39269908169872414,0.40301192778316686,-0.5116898894522786,50,66,66,5.1359012738075005e-15,2.3667936306141713e-07,2.3667936819731843e-07,4.166926415972498e-15,1.9202579233497394e-07,46083317.33406865,2.437959326540547e-15,1.1442584179826227e-07,1.1442584423622162e-07,1.2580105762876987e-15,5.9044841594662064e-08,46935091.57045346,4.476332192432455e-16,4.196751806404669e-08,4.196751851167992e-08,5.254200394354764e-16,1.0243025897697997e-06,1.02430259029522e-06,2.3533750965338462e-15,2.625820996566969e-05,2.9333302753741105e-06,6.942587562896107e-13,1440347324006.8057,2.3333096245467883e+28,6.172979825969613e-17,104366498368.31215,25.635208019088548,1.3393767035973766e-12,0.03928235943998791,0.5462669985156419,0.8255529403686523
0.001,3,0.5890486225480862,0.39413592075606374,-0.49508404828245073,50,66,66,5.979254508867904e-15,2.778251148728755e-07,2.7782512085213005e-07,4.851166763638646e-15,2.2540870109858021e-07,46464842.806086324,2.6411516421340766e-15,1.2419712881104148e-07,1.2419713145219315e-07,1.3628597750640248e-15,6.408692024126517e-08,47023854.84834965,6.343442535440752e-16,4.915107508598542e-08,4.915107572032968e-08,7.553855405690502e-16,1.304671690706483e-06,1.3046716914618687e-06,5.5688725909839435e-15,3.858179893464097e-05,3.672762058235069e-06,1.020385562690276e-12,979983895072.6013,1.4791442347840736e+28,6.625343709064721e-17,71008905894.6893,29.5720365543699,1.5382101948220215e-12,0.03399739166750419,0.6778180234338038,0.8299417495727539
0.001,4,0.7853981633974483,0.38219082481395505,-0.4805289067635046,50,66,66,6.994495233963067e-15,3.336832294234006e-07,3.336832364178959e-07,5.674865111880819e-15,2.7072823605235087e-07,47706549.9734184,3.0216557711499106e-15,1.366987660796719e-07,1.3669876910132767e-07,1.5592035833515488e-15,7.053788610124303e-08,45239689.57897083,5.752258976172108e-16,5.890374093936451e-08,5.890374151459041e-08,8.262238259458414e-16,1.724243231026655e-06,1.7242432318528791e-06,5.446541751538096e-15,6.022261151681541e-05,4.7744753141501e-06,1.5931623750229557e-12,627644609906.1777,9.012919153307771e+27,6.963832685393945e-17,45478662725.20217,34.92698154624501,1.81131324096133e-12,0.02874392578112545,0.7901318285395793,0.8278293609619141
0.001,5,0.9817477042468103,0.3676356832950089,-0.4685838108213959,50,66,66,8.33215499295993e-15,4.0827790557805406e-07,4.082779139102091e-07,6.760152676455673e-15,3.3124936283468773e-07,49000278.349979624,3.3817353959447245e-15,1.5219088631162858e-07,1.52190889693364e-07,1.7450081500505201e-15,7.853197006389933e-08,45003784.11506315,7.097891927063227e-16,7.192829557091886e-08,7.192829628070806e-08,1.029807276059648e-15,2.3482192652898256e-06,2.3482192663196334e-06,1.0383414772307154e-14,9.940809610727377e-05,6.442757108830319e-06,2.630435432223413e-12,380127403871.9559,5.194049478975839e+27,7.318517187997779e-17,27543749632.26978,42.33339601894766,2.1905583411957733e-12,0.02368712410689793,0.8848103066936972,0.8265013694763184
0.001,6,1.1780972450961724,0.35102984212518107,-0.45970780379429277,50,66,66,1.01273175443862e-14,5.038705055436946e-07,5.038705156710122e-07,8.21662737441208e-15,4.088067994388633e-07,49753600.93752753,3.798302893736657e-15,1.7000785736290442e-07,1.7000786116120733e-07,1.959961005192518e-15,8.772569954902916e-08,44758900.4661918,8.051503309167649e-16,8.861944295130352e-08,8.861944375645386e-08,1.5700855429674404e-15,3.2366258957259886e-06,3.2366258972960747e-06,1.7931460144393773e-14,0.00017104025743998238,8.984105312113418e-06,4.5268257764572685e-12,220867559105.62875,3.108091466359398e+27,7.106211689591543e-17,16003899450.36741,52.845235418730255,2.73103554881814e-12,0.018957914648934954,0.9601951693682661,0.8284084796905518
0.001,7,1.3744467859455345,0.33301145446796504,-0.45424198565452484,50,66,66,1.2196701327712692e-14,6.188357386617022e-07,6.188357508584036e-07,9.89558681927221e-15,5.020818936981591e-07,50737960.55432776,4.4119120302054e-15,1.8798822585532135e-07,1.879882302672334e-07,2.2765892503732124e-15,9.700374379476084e-08,42609242.654931515,9.15387682229858e-16,1.086922233440815e-07,1.086922242594692e-07,1.4667897380556785e-15,4.39468501342649e-06,4.394685014893281e-06,1.0760290031293182e-14,0.00030050301278727816,1.2854397643824194e-05,7.95476081774844e-12,125673105689.95494,1.7110398678872335e+27,7.344837957816507e-17,9106179989.59078,68.37873746544822,3.53011932982173e-12,0.01464130139311577,1.0002490739157026,0.8307442665100098
0.001,8,1.5707963267948966,0.3142729568561994,-0.4523964047279372,50,66,66,1.4707709662703638e-14,7.554311637115448e-07,7.554311784192545e-07,1.19328508560951e-14,6.129062777857457e-07,51362937.92465222,4.93062213057226e-15,2.043529446955706e-07,2.0435294962619277e-07,2.5442486756905e-15,1.0544809715514433e-07,41445672.41507008,9.554882812427709e-16,1.3253724184544298e-07,1.325372428009313e-07,1.379820711780374e-15,5.830216204624701e-06,5.8302162060045225e-06,2.327183322779393e-14,0.0005404898974745013,1.8944529516547858e-05,1.43112882572841e-11,69837144786.307,9.489622308580088e+26,7.359317633027757e-17,5060347692.466188,92.70494926456203,4.773534268761853e-12,0.010794165919912497,0.9562724710968357,0.8255636692047119
0.001,9,1.7671458676442586,0.2955344592444337,-0.45424198565452484,50,66,66,1.8250689127022027e-14,9.575378335051703e-07,9.575378517558597e-07,1.4807387170959186e-14,7.768821003479046e-07,52465846.362925895,5.698821578572726e-15,2.247740495306343e-07,2.247740552294559e-07,2.940647015795e-15,1.159855850240855e-07,39442199.08105119,1.218358056822055e-15,1.6780820166444724e-07,1.6780820288280533e-07,1.6555617659069028e-15,8.124203612126888e-06,8.124203613782451e-06,4.2558083598955796e-14,0.0010655794684650789,2.9481611406522295e-05,2.8229758852502412e-11,35385864461.36023,4.65436257379462e+26,7.602730535131206e-17,2564033482.7673945,131.16109828068554,6.71725338220309e-12,0.007627011137771738,0.7121784658505185,0.8423194885253906
0.001,10,1.9634954084936207,0.2775160715872177,-0.45970780379429277,50,66,66,2.7903679119961743e-14,1.4659713134880983e-06,1.4659713413917777e-06,2.2639176929035892e-14,1.1893909913450162e-06,52536847.742886014,8.275528024553215e-15,2.87384454356064e-07,2.873844626315921e-07,4.270252446756742e-15,1.482931603966966e-07,34727024.27916769,1.62214911259942e-15,2.565278994501886e-07,2.5652790107233777e-07,3.2956210099676223e-15,1.588464374513809e-05,1.5884643748433716e-05,1.315708457732416e-13,0.0022853474274407656,4.134643105632724e-05,6.061268299740671e-11,16460493138.296574,2.194255925228996e+26,7.501628661013518e-17,1192715119.212125,143.87149400241736,7.32449271483152e-12,0.006953027842209661,0.056828904829806716,0.8248238563537598
0.001,11,2.1598449493429825,0.2609102304173899,-0.4685838108213959,50,66,66,8.419651235557755e-14,4.367014910029415e-06,4.367014994225928e-06,6.831141269331976e-14,3.543103569998657e-06,51866934.53267056,2.4591896964870792e-14,7.507994744364322e-07,7.507994990283293e-07,1.2689656523796105e-14,3.874197982578342e-07,30530361.285298027,4.654913437208764e-15,7.627777609564999e-07,7.627777656114134e-07,2.683206068495256e-14,0.00012345523938469592,0.000123455239411528,3.0396156974117765e-13,0.005916848688275668,3.5983623961561656e-05,1.5714102538672718e-10,6326057430.675824,8.230212990523384e+25,7.686383618455458e-17,458381427.5294601,47.92707638380756,2.4236390522372495e-12,0.02094466728786998,0.12048244044741457,0.8367407321929932
0.001,12,2.356194490192345,0.24635508889844376,-0.48052890676350457,50,66,66,2.988195405526378e-14,1.566504886619803e-06,1.5665049165017571e-06,2.424421675486088e-14,1.270957202898644e-06,52423108.395276226,9.562720229747595e-15,3.0976275675765735e-07,3.0976276632037763e-07,4.934456065833274e-15,1.5984058139482212e-07,32392745.87964744,1.8630943160835782e-15,2.740626595178003e-07,2.740626613808947e-07,3.1585770962818235e-15,1.828594694864593e-05,1.828594695180451e-05,2.2072762651092614e-13,0.006359061760603046,0.00010772209490479292,1.68747191284227e-10,5888340603.93794,7.620152123331422e+25,7.727326841558697e-17,426664791.04733723,347.75676524934835,1.74553193542018e-11,0.0028757464883657517,2.270019341900296,0.8724424839019775
0.001,13,2.552544031041707,0.234409992956335,-0.49508404828245073,50,66,66,1.4996884064040377e-14,7.791615441285797e-07,7.791615591254639e-07,1.2167467603480469e-14,6.3215951980776e-07,51954896.48371307,5.304614490546084e-15,1.9468275423242905e-07,1.9468275953704355e-07,2.7372323482136526e-15,1.0045818560312325e-07,36700642.40936044,1.0430179343662884e-15,1.3666976709560217e-07,1.3666976813862012e-07,1.3217919928436538e-15,5.7251165410383335e-06,5.725116542360127e-06,5.964231919744333e-14,0.0009706409244679378,3.3006673050464796e-05,2.5717530835544586e-11,38846239379.044815,4.53549539400606e+26,8.564938557843657e-17,2814769681.725036,169.5408150123423,8.496470779489775e-12,0.005899864594716841,-2.5823281089031043,0.8357264995574951
0.001,14,2.748893571891069,0.2255339859292319,-0.5116898894522786,50,66,66,1.0642885503236496e-14,5.457014306434872e-07,5.457014412863729e-07,8.634924696036735e-15,4.427456116664599e-07,51273824.29515241,3.997957213107222e-15,1.6166009681246065e-07,1.6166010081041788e-07,2.062984563721732e-15,8.341817452378196e-08,40435675.56961803,7.999734194721079e-16,9.592728207684957e-08,9.5927282876823e-08,9.38692824996407e-16,3.332864009185283e-06,3.3328640101239764e-06,2.3732160798932043e-14,0.0003025475596417774,1.4675026641112887e-05,8.008183188971223e-12,124834488528.82504,1.7302923415758262e+27,7.214647232104994e-17,9045414412.344296,90.77704904376819,4.552562635133593e-12,0.011026445776232529,-2.53930714086577,0.8316679000854492
0.001,15,2.945243112740431,0.22006816778946398,-0.5297082771094945,50,66,66,8.647564042218611e-15,4.3027850522321413e-07,4.302785138707782e-07,7.0160544606070696e-15,3.4909917657827934e-07,49757193.097396985,3.356481031726669e-15,1.4406387374520977e-07,1.4406387710169082e-07,1.7319766540210857e-15,7.433835301596614e-08,42921105.68775664,6.867653165221003e-16,7.577886903321528e-08,7.577886971998061e-08,8.133452306683763e-16,2.3432840897489684e-06,2.343284090562314e-06,1.482656121004383e-14,0.00014240487315841035,8.754976786915003e-06,3.767078400846949e-12,265419906021.0809,4.2456267605120117e+27,6.251607147611628e-17,19232129450.28238,60.771493207559814,3.0589282431366837e-12,0.016489360519970374,-2.574824196436291,0.8350653648376465
0.001,16,3.141592653589793,0.2182225868628763,-0.5484467747212602,50,66,66,7.261099698917064e-15,3.553665583994965e-07,3.5536656566059625e-07,5.8911701240699336e-15,2.8832063757853013e-07,48941149.46715253,2.907978218665477e-15,1.3162454754613385e-07,1.316245504541121e-07,1.5005448675333302e-15,6.791954023505031e-08,45263251.83911348,6.387920994087708e-16,6.269881188736011e-08,6.269881252615221e-08,7.24135093524454e-16,1.7689259012310517e-06,1.768925901955187e-06,1.0300609270514404e-14,7.959384328308843e-05,5.92252262941495e-06,2.1046665268623553e-12,475096835244.20447,7.425839435793012e+27,6.397887260451767e-17,34425164162.74485,44.995577947816585,2.2758894362076414e-12,0.022305675446166264,-2.5868684484295947,0.8750474452972412
0.001,17,3.3379421944391554,0.22006816778946398,-0.567185272333026,50,66,66,6.188644482667559e-15,3.002053855768588e-07,3.0020539176550335e-07,5.021051768538426e-15,2.435665544321627e-07,48509070.541422114,2.7417335012119127e-15,1.2178998517719067e-07,1.217899879189242e-07,1.4147609865096425e-15,6.284481091215182e-08,44420797.23105476,6.175850220526415e-16,5.306608249152454e-08,5.3066083109109567e-08,6.969607662044081e-16,1.3831239129447605e-06,1.3831239136417214e-06,6.090936861234868e-15,4.910046847608754e-05,4.323506601619442e-06,1.2979399931399048e-12,770413813286.1577,1.268344172108055e+28,6.074170010224349e-17,55823613268.208496,35.499688791731344,1.8067174124827513e-12,0.028326104681159547,-2.558892563066674,0.8661024570465088
0.001,18,3.5342917352885173,0.2255339859292319,-0.5852036599902419,50,66,66,5.491015123642639e-15,2.5775857155235374e-07,2.577585770433689e-07,4.455042016851003e-15,2.0912805102058377e-07,46941880.73413584,2.525539517601098e-15,1.1373188032189361e-07,1.1373188284743314e-07,1.3032028013703915e-15,5.868675081064968e-08,45032707.686737046,5.245017248028351e-16,4.5653430669367975e-08,4.565343119386971e-08,5.472105879857816e-16,1.1092783231355549e-06,1.1092783236827657e-06,3.2999518194287878e-15,3.2551913646796064e-05,3.337476531689116e-06,8.602632017238247e-13,1162397096705.501,1.9280518937237982e+28,6.028868312566381e-17,84226431135.48924,29.345127335948835,1.504057002227097e-12,0.03433821088079719,-2.4906322443419557,0.8399581909179688
0.001,19,3.730641276137879,0.234409992956335,-0.6018095011600697,50,66,66,4.8897497932182625e-15,2.2484623108930095e-07,2.2484623597905077e-07,3.967215585854138e-15,1.8242518114810034e-07,45983178.17629372,2.289335712378117e-15,1.0710644860323557e-07,1.071064508925713e-07,1.1813193548768193e-15,5.526796388465211e-08,46784947.403503016,4.72933971163859e-16,3.990598325537581e-08,3.990598372830979e-08,5.518489401808335e-16,9.114831688784454e-07,9.114831694302944e-07,3.266555576112801e-15,2.2932171179355226e-05,2.6947106786887028e-06,6.058955531557082e-13,1650411630553.4883,2.7397076034900327e+28,6.024042961559393e-17,119587602154.20801,25.159182263612383,1.2983897116119581e-12,0.04013519993395699,-2.3864380829443874,0.8282632827758789
0.001,20,3.9269908169872414,0.2463550888984437,-0.6163646426790159,50,66,66,4.416548206890393e-15,1.994766513344777e-07,1.9947665575102594e-07,3.583291502226281e-15,1.618420023877501e-07,45165737.224336475,2.2135517619965607e-15,1.0171413953130075e-07,1.0171414174485252e-07,1.1422141039995857e-15,5.248548024573554e-08,45950649.76167951,4.1368653497507683e-16,3.5475953118226894e-08,3.547595353191344e-08,5.353809772259777e-16,7.680926962038212e-07,7.680926967392022e-07,3.4481428255127146e-15,1.706373450312973e-05,2.2596531527194554e-06,4.507480540617393e-13,2218496402268.5005,3.8120131993914526e+28,5.8197500539155e-17,160750603197.12704,22.2157228990364,1.154796097750912e-12,0.04554266913987325,-2.2516480723412,0.8326077461242676
0.001,21,4.123340357836604,0.26091023041738987,-0.6283097386211246,50,66,66,4.004579662846018e-15,1.801366000787328e-07,1.8013660408331248e-07,3.2490478092092606e-15,1.4615077939024808e-07,44982649.67846614,2.0705971215846096e-15,9.740019216743698e-08,9.740019423803411e-08,1.0684481278367146e-15,5.0259441636293934e-08,47039664.6564903,4.263798349051931e-16,3.209899265481544e-08,3.2098993081195284e-08,5.344391570624967e-16,6.643312846305529e-07,6.643312851649922e-07,2.6184135295473264e-15,1.335476331613362e-05,1.9579937762489354e-06,3.5270634966974444e-13,2835181862115.6606,5.269050504786545e+28,5.380821192623047e-17,205435174040.67752,20.102565726500476,1.0521321985080662e-12,0.0504186575552075,-2.091362887837618,0.8286445140838623
